composed_key,schedDepTime,actDepTime,schedArrTime,actArrTime
2011-12-20 - AA-1518-DFW-SDF,29890.0,29887.0,30010.0,29996.0
2011-12-29 - UA-1712-IAH-SFO,43395.0,43441.0,43659.0,43674.0
2011-12-01 - UA-2695-DFW-PHL,2190.0,2190.0,2375.0,2366.0
2011-12-25 - UA-1173-IAH-DEN,36885.0,36890.0,37048.0,37036.0
2011-12-08 - CO-1120-EWR-IAH,12540.0,12555.0,12784.0,12756.0
2011-12-24 - AA-3548-CVG-MIA,35945.0,35943.0,36105.0,36085.0
2011-12-01 - UA-519-ATL-ORD,2307.0,2295.0,2440.0,2435.0
2011-12-02 - UA-2419-CLT-ILM,3750.0,3745.0,3808.0,3793.0
2011-12-18 - UA-2439-FLL-CLT,27250.0,27240.0,27373.0,27365.0
2011-12-27 - UA-1467-SAL-IAH,39685.0,39675.0,39878.0,39879.0
2011-12-27 - CO-1687-MCO-IAH,40260.0,40268.0,40422.0,40404.0
2012-01-02 - AA-3842-MSP-ORD,48240.0,48240.0,48330.0,48345.0
2011-12-22 - UA-2607-CLT-RDU,33340.0,33355.0,33383.0,33388.0
2011-12-19 - UA-6389-SFO-DFW,28624.0,28654.0,28830.0,28856.0
2011-12-27 - AA-4198-ORD-CLE,39880.0,39875.0,39955.0,39941.0
2011-12-04 - AA-1046-DFW-MSP,6885.0,6897.0,7025.0,7005.0
2012-01-03 - UA-3373-IAD-PHL,49763.0,49799.0,49820.0,49849.0
2011-12-20 - AA-4344-DTW-ORD,29985.0,29990.0,30054.0,30042.0
2012-01-03 - AA-1434-DFW-MCO,49755.0,49765.0,49895.0,49889.0
2011-12-01 - AA-352-ORD-LGA,2840.0,2849.0,2970.0,2948.0
2011-12-02 - AA-2428-DFW-IAH,4105.0,4123.0,4170.0,4174.0
2011-12-28 - UA-843-LAX-ORD,41650.0,41678.0,41892.0,41902.0
2011-12-13 - AA-3809-PHX-LAX,19500.0,19496.0,19600.0,19585.0
2011-12-07 - AA-4307-ORD-DTW,11565.0,11580.0,11650.0,11628.0
2011-12-17 - UA-1546-IAH-EWR,25790.0,25812.0,25992.0,26021.0
2011-12-12 - CO-1614-IAH-FLL,18090.0,18089.0,18235.0,18225.0
2011-12-16 - UA-2706-EWR-CLT,24449.0,24443.0,24573.0,24585.0
2011-12-14 - AA-816-PAP-MIA,21090.0,21105.0,21215.0,21211.0
2011-12-01 - AA-3716-ATL-ORD,2675.0,2692.0,2810.0,2790.0
2011-12-25 - UA-2568-PHL-FLL,36765.0,36769.0,36941.0,36920.0
2011-12-24 - CO-4491-IAH-PBI,35775.0,35795.0,35918.0,35937.0
2011-12-12 - CO-1006-IAH-ORD,18075.0,18088.0,18218.0,18210.0
2011-12-26 - UA-5148-STL-EWR,38525.0,38587.0,38674.0,38718.0
2011-12-26 - AA-4389-DTW-ORD,38915.0,38932.0,39010.0,38987.0
2011-12-05 - UA-257-JFK-SFO,8370.0,8369.0,8775.0,8734.0
2011-12-10 - CO-1027-IAH-CLE,15705.0,15704.0,15871.0,15855.0
2011-12-04 - UA-1546-IAH-EWR,7070.0,7082.0,7286.0,7297.0
2011-12-22 - UA-1173-IAH-DEN,32565.0,32564.0,32723.0,32722.0
2012-01-03 - AA-2049-DFW-DEN,49850.0,49862.0,49962.0,49960.0
2011-12-12 - AA-4360-ORD-DTW,18205.0,18218.0,18267.0,18264.0
2011-12-29 - UA-31-EWR-GRU,43370.0,43360.0,44020.0,43993.0
2011-12-07 - CO-86-EWR-CLE,11595.0,11662.0,11697.0,11747.0
2011-12-05 - CO-4742-CLE-MSP,8240.0,8232.0,8372.0,8359.0
2011-12-27 - AA-4198-ORD-CLE,39880.0,39885.0,39955.0,39940.0
2011-12-19 - AA-4-LAX-JFK,28575.0,28574.0,28905.0,28900.0
2011-12-31 - AA-203-MIA-LAX,45790.0,45803.0,46140.0,46131.0
2011-12-02 - AA-3468-CVG-MIA,3600.0,3625.0,3775.0,3766.0
2011-12-12 - AA-1514-MIA-LGA,18555.0,18571.0,18713.0,18702.0
2011-12-02 - UA-270-DEN-MCO,4054.0,4054.0,4251.0,4254.0
2011-12-22 - UA-1095-EWR-LIM,32840.0,32861.0,33320.0,33318.0
2011-12-09 - UA-5403-AUS-SFO,14150.0,14191.0,14348.0,14389.0
2011-12-14 - CO-4858-EWR-ROC,21749.0,21753.0,21824.0,21813.0
2012-01-01 - UA-721-BOS-SFO,46945.0,46958.0,47357.0,47318.0
2011-12-30 - CO-88-EWR-IAH,44640.0,44676.0,44878.0,44878.0
2011-12-01 - AA-1734-DFW-MCO,2310.0,2322.0,2450.0,2448.0
2011-12-01 - AA-1838-JFK-BOS,2180.0,2205.0,2255.0,2240.0
2011-12-08 - AA-1613-ORD-TUS,13090.0,13110.0,13310.0,13330.0
2011-12-07 - AA-1442-STL-ORD,11275.0,11291.0,11350.0,11338.0
2011-12-22 - AA-872-DFW-CLE,32880.0,32879.0,33030.0,33014.0
2011-12-30 - AA-1125-MSP-DFW,44070.0,44067.0,44235.0,44214.0
2011-12-29 - UA-248-SFO-PHX,42602.0,42626.0,42708.0,42711.0
2011-12-09 - AA-3979-CVG-ORD,13710.0,13704.0,13800.0,13785.0
2011-12-20 - AA-1374-DFW-FLL,30175.0,30192.0,30330.0,30336.0
2011-12-16 - UA-414-LAX-SFO,23880.0,23915.0,23966.0,24004.0
2011-12-18 - CO-1561-PHX-IAH,26825.0,26839.0,26977.0,26975.0
2011-12-11 - UA-1144-EWR-FLL,16905.0,16909.0,17078.0,17088.0
2011-12-31 - AA-1302-CUN-MIA,45905.0,45900.0,46005.0,45990.0
2011-12-24 - UA-2487-CLT-FLL,36075.0,36077.0,36181.0,36183.0
2011-12-13 - AA-3836-ORD-PHL,19590.0,19602.0,19705.0,19689.0
2011-12-14 - AA-3816-DEN-LAX,20970.0,20965.0,21140.0,21098.0
2012-01-01 - UA-1008-IAH-LAX,47320.0,47322.0,47549.0,47533.0
2011-12-04 - UA-3540-IAD-BDL,7383.0,7379.0,7464.0,7462.0
2011-12-04 - UA-1231-IAH-PHX,6815.0,6829.0,6986.0,6986.0
2011-12-04 - AA-436-SAN-DFW,6845.0,6858.0,7025.0,7014.0
2011-12-13 - CO-1669-SFO-IAH,20084.0,20099.0,20290.0,20298.0
2011-12-07 - AA-3505-MIA-CVG,10915.0,10944.0,11075.0,11071.0
2011-12-04 - AA-1736-SJU-MIA,7250.0,7277.0,7415.0,7424.0
2011-12-08 - AA-431-MIA-SFO,12335.0,12331.0,12710.0,12691.0
2011-12-05 - AA-4192-CLT-ORD,8360.0,8370.0,8500.0,8477.0
2011-12-05 - CO-4261-IAH-CVG,8585.0,8601.0,8707.0,8702.0
2011-12-05 - AA-1664-MIA-ATL,8115.0,8143.0,8230.0,8238.0
2011-12-08 - UA-4379-ATL-IAH,12359.0,12378.0,12503.0,12503.0
2012-01-01 - AA-3768-EWR-ORD,46740.0,46738.0,46895.0,46877.0
2011-12-01 - CO-1561-PHX-IAH,2345.0,2340.0,2495.0,2492.0
2011-12-27 - UA-2481-PHL-MSP,39999.0,39999.0,40173.0,40154.0
2012-01-02 - CO-40-LAX-EWR,48390.0,48393.0,48708.0,48725.0
2012-01-02 - UA-421-EWR-SFO,48195.0,48192.0,48583.0,48553.0
2011-12-09 - UA-1649-FLL-IAH,13630.0,13638.0,13798.0,13780.0
2012-01-01 - AA-2473-DFW-LAX,47525.0,47542.0,47725.0,47711.0
2011-12-18 - UA-2703-BWI-CLT,26860.0,26871.0,26950.0,26927.0
2011-12-27 - AA-3535-MIA-CLT,40020.0,40053.0,40145.0,40154.0
2011-12-26 - AA-3851-ORD-ATL,38430.0,38427.0,38545.0,38537.0
2011-12-05 - UA-1226-EWR-PHX,7920.0,7952.0,8255.0,8273.0
2011-12-31 - CO-1614-LAX-IAH,45150.0,45160.0,45336.0,45345.0
2011-12-09 - AA-3796-IAH-ORD,14030.0,14067.0,14185.0,14183.0
2011-12-02 - UA-555-SFO-YYZ,4192.0,4212.0,4484.0,4467.0
2011-12-28 - AA-431-MIA-SFO,41135.0,41135.0,41510.0,41496.0
2011-12-10 - AA-518-MIA-JFK,15090.0,15103.0,15255.0,15243.0
2011-12-25 - CO-1503-IAH-ORD,37354.0,37438.0,37514.0,37581.0
2011-12-18 - AA-244-LAX-MCO,26955.0,26987.0,27230.0,27254.0
2011-12-25 - UA-4436-IAH-VER,37590.0,37605.0,37723.0,37710.0
2011-12-31 - UA-3455-ORD-IND,45988.0,45988.0,46045.0,46052.0
2011-12-07 - UA-2690-DTW-PHL,10810.0,10801.0,10913.0,10924.0
2011-12-01 - UA-2511-CLT-JAX,2535.0,2535.0,2616.0,2609.0
2011-12-20 - UA-537-DEN-IAH,29818.0,29834.0,29967.0,29943.0
2011-12-25 - AA-2020-MIA-ATL,36710.0,36706.0,36825.0,36816.0
2011-12-25 - AA-3806-LAX-PHX,37385.0,37378.0,37460.0,37454.0
2011-12-28 - UA-3751-ORD-DTW,41667.0,41667.0,41750.0,41750.0
2011-12-16 - AA-177-JFK-SFO,24400.0,24398.0,24790.0,24756.0
2011-12-30 - CO-1685-CLE-FLL,44035.0,44033.0,44218.0,44205.0
2011-12-04 - UA-1196-IAH-LGA,6760.0,6757.0,6963.0,6965.0
2011-12-31 - CO-1533-IAH-PHX,46265.0,46269.0,46447.0,46438.0
2011-12-24 - AA-4307-ORD-DTW,36045.0,36048.0,36130.0,36140.0
2011-12-05 - UA-6470-SMX-LAX,8508.0,8509.0,8567.0,8553.0
2011-12-13 - AA-2320-DFW-ORD,19425.0,19427.0,19570.0,19554.0
2011-12-27 - AA-3514-CLE-MIA,39550.0,39546.0,39740.0,39743.0
2011-12-16 - AA-3716-ATL-ORD,24275.0,24302.0,24410.0,24394.0
2011-12-27 - AA-847-MCI-DFW,40270.0,40286.0,40355.0,40358.0
2011-12-20 - CO-1240-IAH-SFO,30130.0,30130.0,30398.0,30362.0
2011-12-19 - UA-1153-SFO-IAH,27865.0,27875.0,28057.0,28067.0
2011-12-22 - AA-1929-SFO-LAX,32580.0,32591.0,32660.0,32658.0
2011-12-01 - UA-3469-BUF-IAD,2615.0,2610.0,2690.0,2686.0
2011-12-19 - UA-4202-CLT-IAH,28035.0,28030.0,28220.0,28211.0
2011-12-29 - AA-810-ORD-DCA,42975.0,42977.0,43075.0,43067.0
2011-12-01 - AA-4325-CLT-ORD,2950.0,2950.0,3095.0,3053.0
2011-12-01 - UA-1442-EWR-LIR,2248.0,2275.0,2610.0,2587.0
2011-12-30 - AA-466-IAH-MIA,43920.0,43919.0,44060.0,44056.0
2011-12-16 - AA-1077-DFW-SFO,23865.0,23872.0,24090.0,24056.0
2011-12-16 - AA-530-MIA-JFK,24260.0,24259.0,24445.0,24442.0
2011-12-01 - UA-938-DEN-ORD,2836.0,2835.0,2975.0,2976.0
2011-12-16 - AA-1734-DFW-MCO,23910.0,23910.0,24050.0,24050.0
2011-12-27 - UA-2335-PHX-FLL,40115.0,40153.0,40364.0,40365.0
2011-12-16 - UA-5625-IPL-LAX,23880.0,23870.0,23947.0,23976.0
2011-12-16 - AA-1544-SAN-ORD,24205.0,24196.0,24445.0,24436.0
2011-12-13 - AA-1402-DFW-STL,20250.0,20261.0,20330.0,20333.0
2011-12-22 - UA-2563-CLT-ORD,33195.0,33211.0,33306.0,33300.0
2011-12-05 - UA-546-DEN-PHX,8122.0,8121.0,8239.0,8240.0
2011-12-04 - CO-1711-EWR-IAH,6580.0,6583.0,6830.0,6841.0
2011-12-13 - AA-1775-ORD-LAS,19795.0,19900.0,20035.0,20143.0
2011-12-12 - AA-644-DEN-DFW,18345.0,18494.0,18465.0,18579.0
2011-12-03 - UA-1099-EWR-ORD,5040.0,5059.0,5193.0,5197.0
2011-12-16 - CO-1075-IAH-EWR,23875.0,23888.0,24041.0,24054.0
2011-12-01 - AA-431-MIA-SFO,2255.0,2251.0,2630.0,2624.0
2011-12-12 - AA-1221-MCO-ORD,18780.0,18777.0,18950.0,18948.0
2011-12-03 - AA-1835-ORD-SFO,5655.0,5673.0,5930.0,5924.0
2011-12-13 - CO-1690-IAH-EWR,19615.0,19615.0,19823.0,19814.0
2011-12-19 - CO-1240-IAH-SFO,28690.0,28690.0,28958.0,28915.0
2011-12-02 - CO-1687-MCO-IAH,4260.0,4267.0,4413.0,4414.0
2011-12-02 - AA-1084-DFW-FLL,4410.0,4419.0,4565.0,4567.0
2011-12-17 - UA-1075-IAH-EWR,25315.0,25343.0,25517.0,25510.0
2011-12-13 - AA-689-DFW-SLC,19690.0,19691.0,19860.0,19850.0
2011-12-14 - UA-3506-ORD-MSP,21168.0,21163.0,21250.0,21254.0
2011-12-22 - UA-6286-LAS-PSP,33034.0,33046.0,33077.0,33087.0
2011-12-29 - AA-1920-LAX-SFO,42660.0,42674.0,42735.0,42730.0
2011-12-28 - UA-1596-EWR-ORD,41700.0,41739.0,41858.0,41862.0
2011-12-18 - AA-1455-ORD-LAX,27180.0,27291.0,27450.0,27526.0
2011-12-24 - UA-938-DEN-ORD,35940.0,35949.0,36083.0,36073.0
2011-12-01 - AA-3752-ORD-CLE,3105.0,3101.0,3175.0,3169.0
2011-12-30 - AA-59-JFK-SFO,43930.0,43957.0,44325.0,44323.0
2011-12-18 - AA-1734-DFW-MCO,26790.0,26815.0,26930.0,26935.0
2011-12-02 - AA-610-DFW-BOS,4395.0,4411.0,4572.0,4595.0
2011-12-19 - UA-3173-SFO-CLT,29180.0,29189.0,28018.0,28007.0
2011-12-24 - CO-37-EWR-MCO,35669.0,35677.0,35845.0,35840.0
2011-12-10 - UA-2607-PHX-CLT,15770.0,15772.0,15997.0,16003.0
2011-12-03 - CO-1230-FLL-EWR,5255.0,5255.0,5426.0,5415.0
2011-12-09 - AA-3535-MIA-CLT,14100.0,14100.0,14225.0,14249.0
2011-12-05 - AA-3535-MIA-CLT,8340.0,8347.0,8465.0,8468.0
2011-12-14 - AA-1294-IAH-MIA,21575.0,21577.0,21720.0,21732.0
2011-12-19 - UA-1191-LGA-IAH,28801.0,28815.0,29037.0,29019.0
2011-12-25 - AA-1718-ORD-BOS,36910.0,36905.0,37035.0,37021.0
2012-01-02 - CO-1687-MCO-IAH,48885.0,48909.0,49045.0,49064.0
2011-12-28 - UA-3500-OMA-ORD,41090.0,41095.0,41180.0,41174.0
2011-12-24 - AA-3877-PHL-ORD,35450.0,35471.0,35595.0,35584.0
2011-12-28 - CO-50-CLE-EWR,41515.0,41569.0,41633.0,41652.0
2011-12-11 - AA-2885-DFW-CVG,17280.0,17278.0,17410.0,17410.0
2011-12-19 - UA-1031-IAH-DFW,28670.0,28754.0,28750.0,28851.0
2011-12-01 - CO-5225-ATL-IAH,2391.0,2385.0,2539.0,2520.0
2011-12-09 - AA-3979-CVG-ORD,13710.0,13726.0,13800.0,13782.0
2011-12-09 - AA-4344-ORD-DTW,14025.0,14036.0,14100.0,14119.0
2011-12-27 - CO-1054-IAH-EWR,40505.0,40515.0,39238.0,39248.0
2011-12-11 - AA-85-JFK-SFO,17045.0,17070.0,17430.0,17431.0
2012-01-01 - AA-2473-DFW-LAX,47525.0,47528.0,47725.0,47709.0
2011-12-14 - UA-2825-MSP-PHX,21595.0,21615.0,21793.0,21785.0
2011-12-09 - UA-2545-CLT-MSP,14596.0,14602.0,14757.0,14731.0
2011-12-15 - UA-3373-IAD-PHL,22410.0,22421.0,22465.0,22478.0
2011-12-18 - CO-76-MCO-EWR,27265.0,27274.0,27432.0,27415.0
2011-12-11 - CO-1661-PHX-IAH,17125.0,17124.0,17284.0,17273.0
2011-12-07 - AA-1667-DFW-SAT,11620.0,11631.0,11666.0,11673.0
2011-12-22 - UA-883-LAX-MCO,32596.0,32609.0,32865.0,32861.0
2011-12-30 - AA-616-DFW-DTW,44105.0,44101.0,44255.0,44251.0
2011-12-25 - AA-1838-JFK-BOS,36740.0,36739.0,36815.0,36796.0
2011-12-25 - UA-2856-PHL-PHX,36795.0,36793.0,37120.0,37095.0
2011-12-08 - UA-397-JFK-SFO,12300.0,12298.0,12715.0,12696.0
2011-12-31 - AA-1394-DFW-FLL,45550.0,45565.0,45705.0,45703.0
2011-12-02 - AA-1299-MIA-SJU,4350.0,4364.0,4495.0,4486.0
2011-12-18 - UA-595-MCO-DEN,27146.0,27152.0,27374.0,27368.0
2011-12-14 - UA-1742-SFO-EWR,22005.0,22005.0,22326.0,22306.0
2011-12-02 - AA-3816-DEN-LAX,3690.0,3718.0,3850.0,3826.0
2011-12-27 - AA-5093-ORD-CVG,39920.0,39926.0,39995.0,39985.0
2011-12-14 - UA-1117-EWR-SFO,21395.0,21389.0,21780.0,21768.0
2011-12-07 - UA-5193-IAH-IND,11210.0,11207.0,11344.0,11344.0
2011-12-19 - UA-2607-CLT-RDU,29020.0,29016.0,29073.0,29070.0
2011-12-26 - UA-2359-BOS-LGA,38100.0,38098.0,38171.0,38157.0
2012-01-01 - UA-883-LAX-MCO,46995.0,47115.0,47298.0,47387.0
2011-12-04 - CO-1026-MCO-IAH,6445.0,6445.0,6602.0,6589.0
2011-12-29 - AA-3833-ORD-ATL,42835.0,42843.0,42945.0,42930.0
2011-12-30 - AA-4209-CLE-ORD,44635.0,44709.0,44740.0,44763.0
2011-12-27 - AA-3859-IAH-ORD,39670.0,39705.0,39820.0,39844.0
2011-12-12 - UA-4379-ATL-IAH,18119.0,18115.0,18263.0,18248.0
2011-12-20 - UA-2637-DFW-CLT,30105.0,30120.0,30224.0,30239.0
2011-12-17 - AA-2885-DFW-CVG,25920.0,25925.0,26050.0,26051.0
2011-12-10 - UA-1138-IAH-MTY,15315.0,15308.0,15415.0,15410.0
2011-12-14 - AA-847-MCI-DFW,21550.0,21572.0,21655.0,21664.0
2011-12-08 - AA-1942-MIA-ATL,13170.0,13177.0,13285.0,13266.0
2011-12-25 - AA-1077-DFW-SFO,36825.0,36832.0,37050.0,37014.0
2011-12-18 - AA-2525-DFW-MIA,26725.0,26720.0,26890.0,26872.0
2012-01-03 - AA-4064-ORD-CLE,50385.0,50395.0,50470.0,50463.0
2012-01-03 - AA-942-SAP-MIA,50200.0,50215.0,50330.0,50333.0
2011-12-08 - UA-5638-SFO-SBA,12958.0,12970.0,13022.0,13026.0
2011-12-08 - AA-3836-ORD-PHL,12390.0,12425.0,12505.0,12512.0
2011-12-08 - UA-248-SFO-PHX,12360.0,12362.0,12478.0,12451.0
2011-12-31 - AA-203-MIA-LAX,45790.0,45814.0,46140.0,46131.0
2011-12-26 - AA-2431-DFW-LAX,38550.0,38548.0,38760.0,38743.0
2011-12-16 - AA-1412-MIA-JFK,24580.0,24619.0,24745.0,24772.0
2012-01-03 - UA-4444-YOW-EWR,49625.0,49635.0,49725.0,49711.0
2011-12-12 - CO-1476-IAH-PHL,18260.0,18265.0,18452.0,18441.0
2011-12-07 - CO-90-LAX-EWR,11330.0,11340.0,11644.0,11672.0
2011-12-12 - AA-644-DEN-DFW,18345.0,18493.0,18447.0,18578.0
2011-12-18 - AA-1578-SEA-DFW,27220.0,27215.0,27455.0,27455.0
2011-12-18 - UA-279-ORD-DEN,26760.0,26779.0,26933.0,26908.0
2012-01-03 - UA-235-DEN-LAX,50444.0,50454.0,50590.0,50564.0
2011-12-12 - AA-277-MIA-LAX,18540.0,18554.0,18890.0,18894.0
2011-12-05 - CO-5225-ATL-IAH,8151.0,8235.0,8299.0,8377.0
2011-12-18 - CO-4134-IAH-BRO,27380.0,27379.0,27455.0,27455.0
2011-12-04 - AA-203-MIA-LAX,6910.0,6946.0,7260.0,7265.0
2011-12-12 - CO-4798-EWR-MDT,18325.0,18325.0,18393.0,18380.0
2011-12-12 - AA-1920-LAX-SFO,18180.0,18281.0,18237.0,18333.0
2012-01-01 - AA-2336-DFW-ORD,47015.0,47009.0,47155.0,47147.0
2011-12-16 - AA-2446-DFW-MIA,24550.0,24607.0,24699.0,24745.0
2011-12-03 - AA-3544-MEM-MIA,5495.0,5499.0,5635.0,5619.0
2011-12-11 - UA-316-DEN-IAD,17014.0,17010.0,17205.0,17209.0
2011-12-31 - UA-1191-IAH-LGA,45805.0,45821.0,45984.0,45999.0
2011-12-20 - CO-1293-FLL-EWR,29587.0,29577.0,29762.0,29748.0
2011-12-11 - AA-939-MIA-CUR,17105.0,17116.0,17275.0,17261.0
2011-12-09 - AA-568-ORD-FLL,13770.0,13785.0,13945.0,13951.0
2011-12-26 - UA-1722-LAS-CLE,38595.0,38596.0,38844.0,38835.0
2011-12-19 - UA-4665-MSP-EWR,28060.0,28072.0,28223.0,28205.0
2011-12-08 - CO-1201-ATL-IAH,12225.0,12218.0,12371.0,12356.0
2011-12-20 - AA-1074-DFW-ATL,30000.0,30016.0,30107.0,30110.0
2011-12-19 - UA-2477-PIT-CLT,28295.0,28286.0,28388.0,28377.0
2012-01-01 - AA-2039-MIA-ORD,47680.0,47706.0,47870.0,47866.0
2011-12-05 - CO-1561-IAH-TPA,8350.0,8363.0,8465.0,8460.0
2011-12-03 - CO-1231-FLL-IAH,5135.0,5135.0,5302.0,5291.0
2011-12-17 - UA-1589-EWR-IAH,25300.0,25336.0,25550.0,25566.0
2011-12-25 - UA-3469-IAD-MSP,37335.0,37340.0,37491.0,37485.0
2011-12-27 - AA-557-MIA-STT,39900.0,39946.0,40050.0,40090.0
2011-12-07 - AA-404-MIA-MCO,10785.0,10792.0,10845.0,10838.0
2012-01-02 - AA-2098-SEA-ORD,48505.0,48505.0,48745.0,48756.0
2011-12-20 - UA-316-SNA-DEN,29732.0,29727.0,29875.0,29864.0
2012-01-03 - AA-3573-MIA-CLT,50245.0,50239.0,50375.0,50376.0
2011-12-07 - AA-4389-DTW-ORD,11555.0,11558.0,11650.0,11641.0
2011-12-28 - UA-444-SFO-BOS,41784.0,41784.0,42122.0,42122.0
2012-01-01 - UA-5935-BHM-DEN,46910.0,46912.0,47112.0,47142.0
2011-12-13 - CO-4439-MEM-IAH,19770.0,19772.0,19881.0,19866.0
2011-12-08 - AA-297-MCO-LAX,12600.0,12602.0,12935.0,12928.0
2011-12-31 - UA-533-ORD-RDU,46179.0,46207.0,46278.0,46292.0
2011-12-03 - AA-3880-ORD-IAH,5595.0,5603.0,5760.0,5767.0
2011-12-04 - UA-1231-IAH-PHX,6815.0,6829.0,6987.0,6986.0
2011-12-01 - AA-3815-LAX-DEN,2360.0,2384.0,2485.0,2490.0
2011-12-13 - AA-1578-SEA-DFW,20020.0,20035.0,20249.0,20247.0
2011-12-13 - AA-716-ORD-MCO,19500.0,19507.0,19645.0,19630.0
2011-12-27 - AA-244-LAX-MCO,39915.0,39938.0,40190.0,40189.0
2011-12-12 - AA-3716-ATL-ORD,18515.0,18512.0,18650.0,18648.0
2011-12-11 - UA-2882-PHL-DTW,17370.0,17370.0,17473.0,17450.0
2011-12-22 - AA-1372-LAX-ORD,32780.0,32779.0,33030.0,33015.0
2011-12-26 - UA-5293-SAT-LAX,38954.0,38964.0,39130.0,39140.0
2011-12-30 - AA-1309-DFW-SFO,44395.0,44393.0,44620.0,44617.0
2011-12-04 - UA-3496-DEN-MSP,6710.0,6702.0,6832.0,6831.0
2011-12-02 - UA-4685-BUF-CLE,3570.0,3560.0,3642.0,3622.0
2011-12-13 - AA-2419-DFW-LAX,19725.0,19754.0,19930.0,19941.0
2011-12-11 - AA-858-MIA-PHL,16675.0,16681.0,16824.0,16807.0
2011-12-09 - AA-3830-ORD-IAH,14070.0,14120.0,14230.0,14267.0
2011-12-14 - AA-436-SAN-DFW,21245.0,21256.0,21425.0,21426.0
2011-12-29 - UA-592-LAX-HNL,42696.0,42751.0,43051.0,43072.0
2011-12-12 - UA-3750-ATL-ORD,18579.0,18593.0,18702.0,18692.0
2011-12-18 - CO-1712-IAH-SFO,27540.0,27560.0,27790.0,27773.0
2011-12-27 - AA-2513-DFW-DEN,40460.0,40524.0,40580.0,40621.0
2011-12-26 - AA-4360-ORD-DTW,38365.0,38374.0,38445.0,38441.0
2011-12-05 - CO-1410-LAX-IAH,8080.0,8084.0,8273.0,8271.0
2011-12-17 - UA-292-SFO-MCO,25925.0,25941.0,26225.0,26221.0
2011-12-22 - AA-4360-ORD-DTW,32605.0,32618.0,32685.0,32684.0
2011-12-24 - AA-404-MIA-MCO,35265.0,35278.0,35325.0,35315.0
2011-12-20 - AA-2863-DFW-CVG,29910.0,29959.0,30040.0,30064.0
2011-12-04 - AA-3801-PHX-LAX,6830.0,6848.0,6930.0,6912.0
2011-12-10 - CO-1027-IAH-CLE,15705.0,15711.0,15861.0,15836.0
2011-12-08 - UA-4689-TAM-IAH,12320.0,12329.0,12422.0,12409.0
2011-12-18 - AA-280-LAX-MIA,26940.0,26940.0,27225.0,27240.0
2011-12-25 - UA-3759-MIA-IAD,36795.0,36792.0,36955.0,36935.0
2011-12-05 - AA-3535-MIA-CLT,8340.0,8347.0,8465.0,8458.0
2011-12-10 - CO-1533-IAH-PIT,15890.0,15904.0,16040.0,16033.0
2011-12-26 - AA-4389-DTW-ORD,38915.0,38911.0,39010.0,39006.0
2011-12-28 - CO-1685-CLE-FLL,41155.0,41162.0,41338.0,41337.0
2012-01-01 - AA-2238-DFW-CLT,47470.0,47482.0,47605.0,47600.0
2011-12-07 - CO-1506-EWR-SFO,10845.0,10839.0,11241.0,11230.0
2011-12-26 - AA-4064-ORD-CLE,38865.0,38869.0,38950.0,38922.0
2011-12-29 - UA-1235-IAH-DTW,43270.0,43306.0,43442.0,43463.0
2011-12-10 - CO-1601-EWR-FLL,15605.0,15627.0,15782.0,15800.0
2011-12-04 - UA-1171-IAH-DCA,7085.0,7099.0,7260.0,7293.0
2011-12-24 - CO-1693-MCO-IAH,35384.0,35385.0,35546.0,35538.0
2011-12-09 - CO-1008-IAH-LAX,14190.0,14207.0,14416.0,14423.0
2011-12-27 - AA-1948-DFW-PHL,39830.0,39849.0,40010.0,40018.0
2011-12-07 - UA-1262-ORD-EWR,11040.0,11036.0,11173.0,11178.0
2011-12-13 - AA-1210-ORD-BOS,19810.0,19828.0,19935.0,19945.0
2011-12-14 - CO-5225-ATL-IAH,21111.0,21123.0,21259.0,21239.0
2011-12-12 - AA-1514-MIA-LGA,18555.0,18571.0,18735.0,18725.0
2011-12-28 - CO-1293-FLL-EWR,41107.0,41113.0,41272.0,41260.0
2011-12-16 - UA-1262-ORD-EWR,24000.0,23998.0,24117.0,24107.0
2011-12-27 - UA-1138-RSW-CLE,39945.0,39953.0,40071.0,40075.0
2011-12-08 - UA-482-SFO-DEN,13095.0,13113.0,13235.0,13243.0
2011-12-10 - UA-893-BOS-SFO,15065.0,15065.0,15469.0,15475.0
2011-12-22 - CO-4284-EWR-SDF,32940.0,32939.0,33083.0,33069.0
2011-12-08 - AA-2885-DFW-CVG,12960.0,12955.0,13090.0,13083.0
2011-12-12 - AA-3532-CLT-MIA,17930.0,17946.0,18065.0,18046.0
2011-12-22 - AA-2238-DFW-CLT,33070.0,33079.0,33205.0,33195.0
2011-12-20 - UA-1543-DCA-IAH,30158.0,30164.0,30373.0,30387.0
2011-12-04 - UA-4893-IAD-EWR,6487.0,6478.0,6568.0,6565.0
2011-12-10 - UA-1173-IAH-DEN,15285.0,15316.0,15439.0,15437.0
2011-12-12 - AA-282-YVR-DFW,18265.0,18268.0,18495.0,18497.0
2011-12-20 - AA-329-LGA-ORD,29855.0,29850.0,30010.0,30017.0
2011-12-14 - UA-1676-IAH-PHL,21475.0,21477.0,21673.0,21663.0
2011-12-09 - AA-1466-DFW-BOS,13695.0,13689.0,13895.0,13892.0
2011-12-16 - UA-2419-CLT-FLL,24209.0,24247.0,24328.0,24366.0
2011-12-18 - UA-3496-DEN-OMA,27652.0,27662.0,27735.0,27726.0
2012-01-02 - UA-3740-ORD-DFW,48775.0,48837.0,48926.0,48962.0
